UUID,id,NEW_title,NEW_abstract,NEW_keywords_theme,NEW_keywords_place,NEW_topic_categories,NEW_link_download,NEW_link_information,NEW_link_service_esri,NEW_link_service_wms,NEW_distribution_format,NEW_date_publication,NEW_date_revision,originator,publisher,datasetURI
http://gis.michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_26,168575,"Spruce Budworm 2010: Michigan, 2015",Spruce Budworm 2010 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_26.zip,http://gis.michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_26,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/26,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2010
http://gis.michigan.opendata.arcgis.com/datasets/99dfcdf0b8e9456bb2e8fd08bff6218e_27,168574,"Spruce Budworm 2011: Michigan, 2015",Spruce Budworm 2011 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/99dfcdf0b8e9456bb2e8fd08bff6218e_27.zip,http://gis.michigan.opendata.arcgis.com/datasets/99dfcdf0b8e9456bb2e8fd08bff6218e_27,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/27,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2011
http://gis.michigan.opendata.arcgis.com/datasets/a38c78e853344d2692878360615e60fe_25,168576,"Spruce Budworm 2009: Michigan, 2015",Spruce Budworm 2009 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/a38c78e853344d2692878360615e60fe_25.zip,http://gis.michigan.opendata.arcgis.com/datasets/a38c78e853344d2692878360615e60fe_25,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/25,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2009
http://gis.michigan.opendata.arcgis.com/datasets/c8e3db99daa44e97be26f608c9e9b9e7_24,168577,"Spruce Budworm 2008: Michigan, 2015",Spruce Budworm 2008 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/c8e3db99daa44e97be26f608c9e9b9e7_24.zip,http://gis.michigan.opendata.arcgis.com/datasets/c8e3db99daa44e97be26f608c9e9b9e7_24,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/24,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2008
http://gis.michigan.opendata.arcgis.com/datasets/80e88bdd52d848108a1e68a774c91759_22,168579,"Spruce Budworm 2006: Michigan, 2015",Spruce Budworm 2006 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/80e88bdd52d848108a1e68a774c91759_22.zip,http://gis.michigan.opendata.arcgis.com/datasets/80e88bdd52d848108a1e68a774c91759_22,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/22,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2006
http://gis.michigan.opendata.arcgis.com/datasets/d617c3bceedb4521b5f500a863ae3712_23,168578,"Spruce Budworm 2007: Michigan, 2015",Spruce Budworm 2007 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/d617c3bceedb4521b5f500a863ae3712_23.zip,http://gis.michigan.opendata.arcgis.com/datasets/d617c3bceedb4521b5f500a863ae3712_23,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/23,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2007
http://gis.michigan.opendata.arcgis.com/datasets/93f6f6c002de43d38c8b5c764082b119_18,168583,"Spruce Budworm 2002: Michigan, 2015",Spruce Budworm 2002 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/93f6f6c002de43d38c8b5c764082b119_18.zip,http://gis.michigan.opendata.arcgis.com/datasets/93f6f6c002de43d38c8b5c764082b119_18,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/18,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2002
http://gis.michigan.opendata.arcgis.com/datasets/00b84d92d52940a39b3dfe48fc48c530_19,168582,"Spruce Budworm 2003: Michigan, 2015",Spruce Budworm 2003 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/00b84d92d52940a39b3dfe48fc48c530_19.zip,http://gis.michigan.opendata.arcgis.com/datasets/00b84d92d52940a39b3dfe48fc48c530_19,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/19,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,SpruceBudworm2003
http://gis.michigan.opendata.arcgis.com/datasets/0e78979ab94648b8b5e34759bbdc8cf2_5,168651,"Michigan Commercial Forest Act Lands: Michigan, 2015",There is no description available.,dnr###forestry,Michigan,economy,http://gis.michigan.opendata.arcgis.com/datasets/0e78979ab94648b8b5e34759bbdc8cf2_5.zip,http://gis.michigan.opendata.arcgis.com/datasets/0e78979ab94648b8b5e34759bbdc8cf2_5,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestry/MapServer/5,,Shapefile shapefile,7/6/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MichiganCommercialForestActLands
http://gis.michigan.opendata.arcgis.com/datasets/6da7e54b0fcb4d3dbf074a4838a1e886_32,168650,"Michigan Deer Wintering Complexes: Michigan, 2015",Deer Wintering Complexes are areas with deer habitat and are prone to deer browse.,wildlife###dnr,Michigan,biota,http://gis.michigan.opendata.arcgis.com/datasets/6da7e54b0fcb4d3dbf074a4838a1e886_32.zip,http://gis.michigan.opendata.arcgis.com/datasets/6da7e54b0fcb4d3dbf074a4838a1e886_32,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestPlanning/MapServer/32,,Shapefile shapefile,12/10/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MichiganDeerWinteringComplexes
http://gis.michigan.opendata.arcgis.com/datasets/f0b0a3c3aee64cff9908f138de9390b8_5,168654,"Metropolitan Planning Organizations (MPO): Michigan, 2015",Metropolitan Planning Organizations (MPO) are boundaries that define specific urbanized areas along with adjacent municipalities that are accepted into the MPO. MPOs serve as localized areas for transportation planning and forecasting traffic demand models. Please see the MDOT Metadata Form for additional information. Update Cycle: The MPO boundaries are updated every census release. They were last updated after the 2010 census. Coverage: This layer is complete in its coverage of all State of Michigan Metropolitan Planning Organizations. Contact: Pam Boyd & John Lanum,michigan###transportation###mi###open data###mdot###boundary###planning###metropolitan,Michigan,transportationplanningCadastreintelligenceMilitary,http://gis.michigan.opendata.arcgis.com/datasets/f0b0a3c3aee64cff9908f138de9390b8_5.zip,http://gis.michigan.opendata.arcgis.com/datasets/f0b0a3c3aee64cff9908f138de9390b8_5,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_boundaries/MapServer/5,,Shapefile shapefile,10/5/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MetropolitanPlanningOrganizationsMPO
http://gis.michigan.opendata.arcgis.com/datasets/b52cd98bb02047ca8927eec8879726ef_5,168653,"Michigan Bedrock Geology: Michigan, 2015",Bedrock geology polygons as digitized from the 1987 Michigan Bedrock Geology map .,Mineral###bedrock###geology###dnr,Michigan,geoscientificInformationgeoscientificInformation,http://gis.michigan.opendata.arcgis.com/datasets/b52cd98bb02047ca8927eec8879726ef_5.zip,http://gis.michigan.opendata.arcgis.com/datasets/b52cd98bb02047ca8927eec8879726ef_5,https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrMinerals/MapServer/5,,Shapefile shapefile,6/11/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MichiganBedrockGeology
http://gis.michigan.opendata.arcgis.com/datasets/b9afc53f7fab4a2cb6a51f8a4c62bc5b_5,168656,"MDOT Regions: Michigan, ","""The MDOT Region layer represents MDOTïs seven regions that each handle transportation-related construction, maintenance and programs within each regionïs geographic boundaries. Region offices are managed by professional engineers who are trained to direct and oversee the transportation activities and programs of their respective regions. Please see the MDOT Metadata Form for additional information. Update Cycle: MDOT Regions are static boundaries. Coverage: This inventory is complete in its coverage. Contact: Kevin McKnight, mcknightk@michigan.gov""",boundaries###michigan###transportation###mi###open data###mdot###regions,Michigan,transportationintelligenceMilitaryboundaries,http://gis.michigan.opendata.arcgis.com/datasets/b9afc53f7fab4a2cb6a51f8a4c62bc5b_5.zip,http://gis.michigan.opendata.arcgis.com/datasets/b9afc53f7fab4a2cb6a51f8a4c62bc5b_5,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/5,,Shapefile shapefile,,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MDOTRegions
http://gis.michigan.opendata.arcgis.com/datasets/1cff3fb9102143eda12955b936edb110_7,168655,"MDOT Regions of Prosperity (RPI) Regions: Michigan, ","""In an effort to align the seven MDOT regions with the 10 Prosperity Regions as part of Governor Synder's Regional Prosperity Initiative (RPI), MDOT has established these new region boundaries. Please see the MDOT Metadata Form for additional information. Update Cycle: Michigan RPI Boundaries are static boundaries. Coverage: This is the official boundary delineation for MDOT RPI Regions Contact: Brad Winkler""",michigan###transportation###mi###rpi###open data###mdot###regions###boundary###prosperity,Michigan,transportationintelligenceMilitary,http://gis.michigan.opendata.arcgis.com/datasets/1cff3fb9102143eda12955b936edb110_7.zip,http://gis.michigan.opendata.arcgis.com/datasets/1cff3fb9102143eda12955b936edb110_7,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/7,,Shapefile shapefile,,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MDOTRegionsofProsperityRPIRegions
http://gis.michigan.opendata.arcgis.com/datasets/a61e2b1670b74c67b920a90c0b92cef0_8,168659,"MDOT Guardrail: Michigan, 2015","This data represents MDOT owned and maintained guardrail collected using a handheld GPS unit. Full limits of guardrail were inventoried along trunkline, including within medians and ramps. On Local Roads over / under trunkline, the inventory is limited to no more than 200 feet from the bridge railing end / from the pier or abutment, respectfully. Please see the MDOT Metadata Form for additional information. Update Cycle: The last statewide guardrail update was completed in 2006. Region-wide updates have occurred in both Southwest Region and University Region in 2015. Updates are added as they become available. Data Quality: This data set is in production and is accessed through desktop GIS, map services, and feature services. Data was collected by region using Trimble GEO XT and other similar units. Coverage: This inventory was collected to over 95% competition in 2006. Any assets added, removed, or changed since then may not be part of this inventory. Symbology: The preferred symbology for this asset in a map service is a line of width \""""3\"""" and an RGB color of \""""0,92,230\"""". Contact: Kevin McKnight, mcknightk@michigan.gov",guardrail###michigan###assets###transportation###mi###mdot###cable,Michigan,transportationintelligenceMilitary,http://gis.michigan.opendata.arcgis.com/datasets/a61e2b1670b74c67b920a90c0b92cef0_8.zip,http://gis.michigan.opendata.arcgis.com/datasets/a61e2b1670b74c67b920a90c0b92cef0_8,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_assets/MapServer/8,,Shapefile shapefile,6/3/15,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MDOTGuardrail
http://gis.michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_2,168658,"MDOT Maintenance Responsibility: Michigan, ","""The Maintenance Responsibility layer is a delineation of which entities are responsible for maintenance on Michigan Trunkline routes. This information enables MDOT to track and compare the costs of doing business between the various parties responsible for maintenance. These parties include MDOT maintenance garages, county road commissions, cities, and bridge authorities. Please see the MDOT Metadata Form for additional information. Update Cycle: Maintenance Responsibility is updated on an annual basis in conjunction with the Lane Mile Inventory (LMI) release and is based on the new framework version. Any additional changes to the data are provided by the data owner to DOGMA staff for inclusion that year. Coverage: This inventory is complete in its coverage of all State of Michigan trunkline roadways. Symbology: The symbology for the Maintenance Responsibility layer is categorized using the \""""MAINTENANCE\"""" field and grouped by MDOT, County, and Local Agency services with different colors for each and a size 2 line. An ArcGIS layer file (.lyr) exists for this data set. Contact: Margaret Kramer, kramerm@michigan.gov""",michigan###maintenance responsibility###assets###transportation###plow###snow###mi###open data###mdot###salt###winter,Michigan,transportationintelligenceMilitary,http://gis.michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_2.zip,http://gis.michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_2,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/2,,Shapefile shapefile,,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MDOTMaintenanceResponsibility
http://gis.michigan.opendata.arcgis.com/datasets/6319ec2d8bb445e990881c5fd9c4d198_3,168657,"MDOT Lane Mile Inventory (LMI): Michigan, ","""The Lane Mile Inventory is a GPS assisted windshield survey data collection of the number of lanes on any given segment of Michigan state highway (trunkline). Another description could refer to it as a \""""striped lane mile inventory\"""". The definition of a lane mile is \""""one mile of roadway that is intended for driving\"""". The LMI supports the delivery of annual maintenance and capital funds to MDOT's regions. Attributes that are collected with this effort are number of lanes, lane function, maintenance responsibility, road type, speed limit, bike lanes, on street parking, and sidewalks. Please see the MDOT Metadata Form for additional information. Update Cycle: The yearly release of the LMI represents changes to the existing roadway (number of drivable lanes) that are submitted by the regions from new projects every year. The entire system is updated on a 5-year cycle. Data Quality: Data is collected to +/- 25ft accuracy using a laptop equipped with ArcGIS Desktop and a tethered USB puck GPS unit. Coverage: This inventory is complete in its coverage of all State of Michigan trunkline roadways. Symbology: The symbology for the LMI is categorized using the current \""""LANE_YEAR\"""" field with different colors for each lane number and a size 2 line. Contact: Kevin McKnight, mcknightk@michigan.gov""",lanes###lane mile inventory###michigan###lmi###assets###transportation###mi###open data###mdot,Michigan,transportationintelligenceMilitary,http://gis.michigan.opendata.arcgis.com/datasets/6319ec2d8bb445e990881c5fd9c4d198_3.zip,http://gis.michigan.opendata.arcgis.com/datasets/6319ec2d8bb445e990881c5fd9c4d198_3,https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/3,,Shapefile shapefile,,,State of  Michigan GIS Open Data,State of  Michigan GIS Open Data,MDOTLaneMileInventoryLMI
